step_time,reward,total_stopped,total_wait_time
25205.0,0.0,0,0.0
25210.0,0.0,2,0.0
25215.0,0.0,2,3.0
25220.0,0.0,2,11.0
25225.0,0.0,5,27.0
25230.0,0.0,8,52.0
25235.0,0.0,6,78.0
25240.0,0.0,10,114.0
25245.0,0.0,9,137.0
25250.0,-0.13,9,173.0
25255.0,-0.06,7,205.0
25260.0,0.09,11,232.0
25265.0,0.020000000000000004,9,264.0
25270.0,-0.05,9,283.0
25275.0,0.0,10,320.0
25280.0,0.03,14,375.0
25285.0,0.07,13,421.0
25290.0,-0.020000000000000004,12,462.0
25295.0,0.0,13,526.0
25300.0,0.0,15,596.0
25305.0,0.0,12,640.0
25310.0,0.0,12,697.0
25315.0,0.0,13,757.0
25320.0,0.0,14,827.0
25325.0,-0.009999999999999995,16,898.0
25330.0,-0.11000000000000001,18,981.0
25335.0,-0.009999999999999981,16,1056.0
25340.0,0.10999999999999999,17,1123.0
25345.0,0.0,17,1191.0
25350.0,-0.13999999999999999,21,1295.0
25355.0,0.06999999999999998,17,1367.0
25360.0,0.09000000000000001,20,1457.0
25365.0,0.04,17,1529.0
25370.0,-0.08,20,1619.0
25375.0,0.08,19,1701.0
25380.0,0.0,21,1805.0
25385.0,0.0,18,1887.0
25390.0,-0.049999999999999996,21,1975.0
25395.0,0.03,18,2060.0
25400.0,0.019999999999999997,19,2151.0
25405.0,-0.019999999999999997,20,2243.0
25410.0,-0.07,22,2348.0
25415.0,0.1,21,2438.0
25420.0,0.0,24,2550.0
25425.0,0.0,22,2650.0
25430.0,-0.05,24,2767.0
25435.0,0.010000000000000002,25,2882.0
25440.0,-0.049999999999999996,25,3007.0
25445.0,0.06999999999999999,25,3120.0
25450.0,0.0,24,3240.0
25455.0,0.0,24,3360.0
25460.0,0.0,25,3481.0
25465.0,0.0,27,3607.0
25470.0,0.0,26,3737.0
25475.0,0.0,26,3867.0
25480.0,-0.05,30,4008.0
25485.0,0.05,29,4142.0
25490.0,0.0,29,4287.0
25495.0,0.0,30,4433.0
25500.0,0.0,30,4583.0
25505.0,0.0,31,4724.0
25510.0,0.0,30,4874.0
25515.0,0.01,31,5011.0
25520.0,-0.049999999999999996,30,5161.0
25525.0,0.06,29,5300.0
25530.0,0.0,29,5447.0
25535.0,0.0,29,5594.0
25540.0,-0.05,30,5744.0
25545.0,0.05,29,5880.0
25550.0,0.0,30,6031.0
25555.0,0.0,29,6170.0
25560.0,0.0,31,6316.0
25565.0,0.0,29,6460.0
25570.0,0.0,29,6605.0
25575.0,0.0,30,6750.0
25580.0,0.0,32,6905.0
25585.0,0.0,29,7039.0
25590.0,-0.02,31,7190.0
25595.0,0.0,30,7331.0
25600.0,-0.05,31,7482.0
25605.0,0.05,29,7622.0
25610.0,0.0,29,7768.0
25615.0,0.0,30,7917.0
25620.0,-0.05,32,8076.0
25625.0,0.05,32,8220.0
25630.0,-0.02,32,8383.0
25635.0,-0.010000000000000002,31,8528.0
25640.0,-0.05,31,8676.0
25645.0,0.08,30,8816.0
25650.0,0.0,31,8968.0
25655.0,0.0,30,9118.0
25660.0,-0.02,33,9274.0
25665.0,0.02,30,9420.0
25670.0,0.0,30,9568.0
25675.0,0.02,30,9717.0
25680.0,-0.07,35,9881.0
25685.0,0.05,33,10035.0
25690.0,0.02,33,10200.0
25695.0,0.0,32,10353.0
25700.0,-0.06,36,10525.0
25705.0,0.049999999999999996,32,10670.0
25710.0,0.01,33,10834.0
25715.0,0.0,32,10991.0
25720.0,-0.01,34,11156.0
25725.0,0.01,34,11312.0
25730.0,0.0,34,11482.0
25735.0,0.0,35,11652.0
25740.0,0.0,35,11824.0
25745.0,0.0,35,11995.0
25750.0,0.0,39,12177.0
25755.0,0.0,36,12349.0
25760.0,0.0,38,12530.0
25765.0,0.0,36,12709.0
25770.0,0.0,36,12889.0
25775.0,-0.02,37,13071.0
25780.0,-0.09999999999999999,39,13268.0
25785.0,0.11,37,13435.0
25790.0,-0.019999999999999997,39,13635.0
25795.0,0.009999999999999998,36,13814.0
25800.0,-0.05,38,13983.0
25805.0,0.030000000000000006,36,14156.0
25810.0,0.02,37,14342.0
25815.0,0.0,36,14516.0
25820.0,-0.039999999999999994,38,14700.0
25825.0,0.039999999999999994,36,14874.0
25830.0,0.0,39,15061.0
25835.0,0.0,39,15241.0
25840.0,-0.02,38,15428.0
25845.0,0.02,38,15609.0
25850.0,-0.009999999999999998,39,15802.0
25855.0,0.03,38,15984.0
25860.0,-0.01,37,16165.0
25865.0,0.0,38,16350.0
25870.0,0.0,41,16546.0
25875.0,0.0,40,16739.0
25880.0,-0.049999999999999996,40,16916.0
25885.0,0.06,38,17098.0
25890.0,0.0,42,17304.0
25895.0,-0.01,41,17488.0
25900.0,-0.07,39,17665.0
25905.0,0.08,37,17834.0
25910.0,0.0,40,18034.0
25915.0,0.0,41,18228.0
25920.0,-0.05,40,18407.0
25925.0,0.04,38,18589.0
25930.0,0.01,42,18791.0
25935.0,0.0,42,18990.0
25940.0,-0.07,40,19175.0
25945.0,0.05,45,19362.0
25950.0,0.02,47,19583.0
25955.0,0.0,49,19813.0
25960.0,0.0,47,20033.0
25965.0,0.0,45,20245.0
25970.0,-0.03,48,20485.0
25975.0,0.0,49,20717.0
25980.0,0.0,49,20940.0
25985.0,0.03,48,21166.0
25990.0,0.0,52,21408.0
25995.0,0.0,50,21645.0
26000.0,-0.03,52,21863.0
26005.0,0.03,50,22102.0
26010.0,0.0,52,22349.0
26015.0,-0.01,52,22592.0
26020.0,-0.060000000000000005,53,22817.0
26025.0,0.0,54,23067.0
26030.0,-0.21000000000000002,57,23350.0
26035.0,-0.19999999999999996,59,23586.0
26040.0,0.10999999999999999,56,23812.0
26045.0,0.02999999999999997,54,24060.0
26050.0,-0.15999999999999998,56,24331.0
26055.0,-0.050000000000000044,57,24576.0
26060.0,0.41000000000000003,54,24754.0
26065.0,0.010000000000000009,51,24981.0
26070.0,-0.09,55,25251.0
26075.0,0.07,54,25486.0
26080.0,0.13,54,25704.0
26085.0,0.0,53,25931.0
26090.0,0.02,53,26196.0
26095.0,0.0,52,26430.0
26100.0,-0.03,51,26650.0
26105.0,-0.010000000000000002,49,26886.0
26110.0,-0.12,54,27159.0
26115.0,0.08,52,27378.0
26120.0,-0.06999999999999999,53,27615.0
26125.0,0.06999999999999999,54,27867.0
26130.0,0.009999999999999995,57,28138.0
26135.0,-0.01999999999999999,59,28396.0
26140.0,-0.07,61,28618.0
26145.0,0.11,55,28874.0
26150.0,-0.03,57,29153.0
26155.0,0.009999999999999995,58,29405.0
26160.0,0.0,60,29641.0
26165.0,0.010000000000000009,52,29872.0
26170.0,-0.05,59,30145.0
26175.0,-0.06999999999999999,61,30410.0
26180.0,-0.10999999999999999,65,30699.0
26185.0,0.13999999999999999,56,30936.0
26190.0,-0.04000000000000001,56,31187.0
26195.0,-0.04000000000000001,60,31447.0
26200.0,-0.009999999999999981,63,31707.0
26205.0,0.03999999999999998,56,31973.0
26210.0,-0.08999999999999997,59,32209.0
26215.0,0.03999999999999998,58,32467.0
26220.0,0.07,56,32687.0
26225.0,0.0,55,32930.0
26230.0,0.01999999999999999,56,33192.0
26235.0,-0.010000000000000009,56,33440.0
26240.0,-0.04999999999999999,58,33683.0
26245.0,0.06,53,33934.0
26250.0,-0.04999999999999999,58,34207.0
26255.0,0.009999999999999981,59,34461.0
26260.0,0.11000000000000001,57,34682.0
26265.0,0.01999999999999999,54,34933.0
26270.0,0.0,59,35220.0
26275.0,0.0,59,35470.0
26280.0,0.060000000000000005,60,35709.0
26285.0,-0.01,59,35997.0
26290.0,-0.06999999999999999,61,36280.0
26295.0,0.009999999999999995,59,36543.0
26300.0,-0.039999999999999994,60,36819.0
26305.0,0.01999999999999999,58,37086.0
26310.0,-0.009999999999999995,59,37358.0
26315.0,-0.08,57,37616.0
