step_time,reward,total_stopped,total_wait_time
25205.0,0.0,0,0.0
25210.0,0.0,2,0.0
25215.0,0.0,1,0.0
25220.0,-0.05,1,5.0
25225.0,0.05,1,0.0
25230.0,-0.05,4,7.0
25235.0,0.05,2,7.0
25240.0,-0.03,6,24.0
25245.0,0.019999999999999997,8,50.0
25250.0,-0.060000000000000005,13,103.0
25255.0,0.07,10,139.0
25260.0,-0.06,14,194.0
25265.0,0.019999999999999997,14,257.0
25270.0,-0.010000000000000002,15,294.0
25275.0,0.030000000000000002,8,263.0
25280.0,0.02,6,269.0
25285.0,0.0,10,286.0
25290.0,0.0,14,340.0
25295.0,0.0,14,402.0
25300.0,0.0,11,410.0
25305.0,0.0,8,455.0
25310.0,0.0,9,501.0
25315.0,0.0,11,546.0
25320.0,0.0,13,605.0
25325.0,0.0,17,679.0
25330.0,0.0,16,695.0
25335.0,-0.02,11,699.0
25340.0,-0.009999999999999998,15,768.0
25345.0,-0.04000000000000001,19,858.0
25350.0,-0.01999999999999999,23,962.0
25355.0,0.03,22,1070.0
25360.0,0.0,22,1091.0
25365.0,0.0,15,1049.0
25370.0,-0.04000000000000001,19,1065.0
25375.0,0.020000000000000004,21,1163.0
25380.0,0.0,18,1169.0
25385.0,0.0,16,1134.0
25390.0,0.0,14,886.0
25395.0,0.020000000000000004,12,798.0
25400.0,0.0,8,741.0
25405.0,-0.03,13,552.0
25410.0,-0.05000000000000002,15,579.0
25415.0,0.1,15,639.0
25420.0,0.0,19,725.0
25425.0,0.0,20,825.0
25430.0,-0.030000000000000006,21,928.0
25435.0,-0.07,27,1048.0
25440.0,-0.03,26,1178.0
25445.0,-0.07999999999999999,24,1130.0
25450.0,-0.09999999999999998,23,1148.0
25455.0,-0.10000000000000003,20,1142.0
25460.0,-0.11000000000000004,17,981.0
25465.0,-0.1499999999999999,22,1075.0
25470.0,0.6,20,1078.0
25475.0,0.09,24,1172.0
25480.0,-0.08,24,1271.0
25485.0,-0.13,26,1397.0
25490.0,0.0,27,1517.0
25495.0,-0.12999999999999998,30,1666.0
25500.0,0.3,24,1671.0
25505.0,0.06,20,1504.0
25510.0,0.0,18,1362.0
25515.0,0.0,20,1458.0
25520.0,-0.03,20,1555.0
25525.0,-0.05,25,1647.0
25530.0,-0.05,18,1441.0
25535.0,-0.07999999999999999,20,1397.0
25540.0,0.15,14,1276.0
25545.0,0.06,10,930.0
25550.0,-0.02,14,991.0
25555.0,-0.05,17,1070.0
25560.0,-0.04999999999999999,19,1078.0
25565.0,-0.05000000000000002,14,997.0
25570.0,0.17,15,861.0
25575.0,0.0,16,933.0
25580.0,-0.02,16,1014.0
25585.0,0.0,13,945.0
25590.0,-0.05,15,938.0
25595.0,0.05,12,963.0
25600.0,0.0,8,941.0
25605.0,0.0,9,948.0
25610.0,0.0,10,999.0
25615.0,-0.039999999999999994,13,1059.0
25620.0,-0.010000000000000009,14,1112.0
25625.0,0.010000000000000009,14,1166.0
25630.0,-0.09,16,1240.0
25635.0,-0.12000000000000002,21,1332.0
25640.0,-0.06,21,1424.0
25645.0,-0.10999999999999999,23,1536.0
25650.0,0.13,19,1598.0
25655.0,0.24,21,1657.0
25660.0,0.04000000000000001,20,1710.0
25665.0,-0.05,17,1757.0
25670.0,0.06,17,1834.0
25675.0,0.0,22,1931.0
25680.0,0.0,21,2026.0
25685.0,-0.05,18,1984.0
25690.0,-0.06,21,2011.0
25695.0,-0.1,21,2096.0
25700.0,-0.1,16,2128.0
25705.0,-0.13,19,2210.0
25710.0,0.25,20,2274.0
25715.0,0.19,20,2344.0
25720.0,0.01,16,2373.0
25725.0,-0.049999999999999996,18,2456.0
25730.0,0.06,21,2544.0
25735.0,0.0,26,2664.0
25740.0,0.0,19,2485.0
25745.0,0.0,15,1835.0
25750.0,-0.1,15,1858.0
25755.0,0.05,16,1908.0
25760.0,0.05,16,1975.0
25765.0,-0.02,17,2036.0
25770.0,-0.030000000000000002,20,2130.0
25775.0,0.030000000000000002,23,2228.0
25780.0,-0.009999999999999998,17,1917.0
25785.0,0.009999999999999998,13,1201.0
25790.0,-0.02,12,1189.0
25795.0,-0.049999999999999996,17,1212.0
25800.0,-0.13,19,1310.0
25805.0,0.09,15,1375.0
25810.0,0.09,16,1432.0
25815.0,0.0,12,1450.0
25820.0,-0.04,15,1509.0
25825.0,0.03,16,1575.0
25830.0,0.010000000000000002,16,1650.0
25835.0,0.0,12,1444.0
25840.0,-0.010000000000000002,9,1049.0
25845.0,-0.12000000000000001,14,1062.0
25850.0,-0.19999999999999998,16,1125.0
25855.0,0.12,11,719.0
25860.0,0.04000000000000001,11,259.0
25865.0,0.18,4,133.0
25870.0,-0.03,6,150.0
25875.0,0.049999999999999996,17,199.0
25880.0,0.01,14,252.0
25885.0,0.0,14,281.0
25890.0,0.0,8,274.0
25895.0,-0.05,11,281.0
25900.0,-0.11,11,321.0
25905.0,0.12,9,337.0
25910.0,0.02,10,345.0
25915.0,0.0,8,328.0
25920.0,0.0,6,340.0
25925.0,-0.05,9,375.0
25930.0,-0.13999999999999999,13,432.0
25935.0,0.12,16,483.0
25940.0,0.06999999999999999,18,531.0
25945.0,0.0,19,543.0
25950.0,-0.06999999999999999,15,589.0
25955.0,0.06999999999999999,12,630.0
25960.0,-0.05,13,575.0
25965.0,-0.04999999999999999,14,600.0
25970.0,-0.06,15,657.0
25975.0,-0.07,18,732.0
25980.0,-0.14,17,782.0
25985.0,0.13,13,700.0
25990.0,0.18,14,679.0
25995.0,0.07,13,727.0
26000.0,0.01,13,758.0
26005.0,0.0,12,735.0
26010.0,0.0,11,780.0
26015.0,-0.05,19,630.0
26020.0,-0.16999999999999998,19,698.0
26025.0,-0.09,22,687.0
26030.0,-0.31,23,763.0
26035.0,-0.16000000000000003,20,740.0
26040.0,0.21999999999999997,16,777.0
26045.0,0.010000000000000009,20,858.0
26050.0,-0.08999999999999997,20,908.0
26055.0,-0.030000000000000027,19,932.0
26060.0,0.27,8,915.0
26065.0,0.18000000000000002,12,920.0
26070.0,-0.1,15,960.0
26075.0,0.09,12,951.0
26080.0,0.23,13,947.0
26085.0,0.0,15,985.0
26090.0,0.0,12,1020.0
26095.0,-0.04,19,1089.0
26100.0,-0.1,19,1140.0
26105.0,-0.10999999999999999,18,1120.0
26110.0,0.06,16,1144.0
26115.0,0.1,21,1212.0
26120.0,0.06,15,1243.0
26125.0,0.03,15,1233.0
26130.0,-0.02,10,1278.0
26135.0,-0.09,17,1345.0
26140.0,-0.11,22,1428.0
26145.0,-0.31000000000000005,26,1544.0
26150.0,0.040000000000000036,24,1560.0
26155.0,0.10999999999999999,26,1569.0
26160.0,0.09000000000000002,20,1631.0
26165.0,0.15999999999999998,26,1724.0
26170.0,-0.16999999999999998,29,1754.0
26175.0,-0.47000000000000003,33,1827.0
26180.0,-0.07999999999999996,24,1900.0
26185.0,0.08999999999999997,23,1943.0
26190.0,0.17000000000000004,23,1969.0
26195.0,0.39999999999999997,24,1952.0
26200.0,-0.04999999999999999,22,2001.0
26205.0,-0.15000000000000002,24,2049.0
26210.0,0.030000000000000027,20,2079.0
26215.0,-0.04999999999999999,25,2094.0
26220.0,0.15999999999999998,18,2096.0
26225.0,0.04000000000000001,17,2031.0
26230.0,-0.11000000000000001,25,2089.0
26235.0,-0.22000000000000003,28,2163.0
26240.0,-0.010000000000000009,19,2214.0
26245.0,-0.039999999999999925,17,1506.0
26250.0,0.0,10,765.0
26255.0,0.36,9,517.0
26260.0,-0.05999999999999997,8,480.0
26265.0,-0.14,8,496.0
26270.0,0.010000000000000009,15,547.0
26275.0,-0.18,23,638.0
26280.0,0.07999999999999996,28,753.0
26285.0,0.35,32,787.0
26290.0,-0.03999999999999998,24,741.0
26295.0,-0.07999999999999999,19,729.0
26300.0,-0.10000000000000003,26,847.0
26305.0,-0.18999999999999995,30,910.0
