episode,trainingTime,maxWaitTime,avgWaitTime,maxStopped,avgStopped,avgReward
2,0.0,12200.0,4563.768377253814,99.0,43.42163661581137,1.2934637180098912e-17
3,23.72037649154663,57505.0,8612.919556171983,211.0,49.92094313453537,-0.00023578363384191728
4,43.55542230606079,2753.0,693.2330097087379,57.0,17.447988904299585,-0.00016643550624131716
5,61.90362024307251,1053.0,319.93342579750345,38.0,12.22746185852982,1.3858539835820262e-17
6,81.33232522010803,4487.0,636.0582524271845,67.0,15.753120665742024,-0.0004299583911234262
7,99.34173965454102,1674.0,319.05686546463244,37.0,11.693481276005548,-0.000429958391123429
8,119.86741423606873,9592.0,1749.7933425797503,73.0,25.34119278779473,-0.0002357836338418737
9,137.29596781730652,7552.0,1905.621359223301,80.0,30.1123439667129,-0.0036338418862690474
10,158.3196759223938,30309.0,7957.141470180305,161.0,55.99029126213592,3.4492365813597093e-17
11,177.2294991016388,24235.0,6647.381414701803,112.0,41.15117891816921,-0.0009431345353675151
12,197.99931001663208,21872.0,9689.181692094313,121.0,55.965325936199726,-2.7739251040213933e-05
13,226.67795872688293,156488.0,45127.64216366158,273.0,120.46463245492372,-0.15943134535367542
14,246.10119104385376,22880.0,6751.470180305132,96.0,46.20943134535368,-0.020624133148404927
15,265.73616218566895,25362.0,6902.762829403606,87.0,45.4493758668516,-0.0013314840499306481
16,288.60110902786255,68787.0,20908.721220527044,144.0,74.50485436893204,-0.0003190013869625483
17,308.0445897579193,14712.0,6689.574202496533,82.0,40.24826629680999,-0.010499306518723973
18,329.24273467063904,39728.0,15218.621359223302,133.0,61.843273231622746,-0.05142857142857143
19,354.07155203819275,121855.0,37238.302357836335,179.0,99.0249653259362,-0.1384466019417475
20,374.41606521606445,47120.0,12723.954230235784,126.0,52.46601941747573,-0.00023578363384189603
21,394.0461778640747,17258.0,4602.07628294036,104.0,40.58113730929265,-0.0038834951456310457
22,414.4213025569916,21165.0,8761.270457697643,114.0,52.479889042995836,1.4782442491541612e-17
23,434.2298502922058,18626.0,6668.478502080444,83.0,46.30651872399445,-0.000513176144244097
24,455.3168647289276,32444.0,12912.173370319002,143.0,61.98335644937587,-0.32581137309292646
25,473.3092658519745,24060.0,4623.252427184466,100.0,31.386962552011095,-0.007226074895977781
26,491.4747483730316,42017.0,4912.556171983357,161.0,38.02357836338419,-0.21914008321775313
27,510.35422682762146,21702.0,6525.045769764216,127.0,40.65464632454924,-0.0022330097087378663
28,526.9342589378357,6085.0,1345.9667128987517,67.0,21.270457697642165,2.217366373731242e-17
29,543.534081697464,8255.0,2749.2024965325936,45.0,20.65603328710125,-0.007447988904299573
30,560.6904335021973,6466.0,2654.1678224687935,52.0,25.995839112343965,-1.3869625520093107e-05
31,577.8801095485687,9370.0,3157.995839112344,70.0,24.07628294036061,1.601431269917008e-17
32,594.5552196502686,10429.0,2012.6546463245493,55.0,19.796116504854368,-1.3869625520095264e-05
33,611.3484945297241,6610.0,2690.8266296809984,48.0,22.800277392510402,1.3242604732006028e-17
34,628.9190385341644,15058.0,2585.8016643550623,95.0,28.844660194174757,-0.0013592233009708497
35,646.0852801799774,6299.0,1671.012482662968,61.0,23.400832177531207,-0.008682385575589447
36,663.7597548961639,8706.0,2958.012482662968,69.0,28.941747572815533,-0.00022191400832174426
37,680.356810092926,15696.0,3061.6851595006933,56.0,23.0124826629681,-0.00020804438280164415
38,718.4569783210754,579310.0,213702.52565880722,396.0,223.7877947295423,-0.9189459084604715
39,740.218953371048,57170.0,21717.237170596392,150.0,63.43689320388349,-0.16872399445214978
40,758.1591446399689,32333.0,4715.540915395284,146.0,32.979195561719834,-0.14338418862690708
41,777.3547103404999,32394.0,10884.662968099861,97.0,42.5256588072122,-0.0027184466019417376
42,793.8114159107208,5408.0,1263.2662968099862,50.0,17.221914008321775,-0.004729542302357822
43,808.8780431747437,4276.0,556.0651872399445,34.0,9.603328710124826,4.6965051665835334e-18
44,824.6833906173706,4547.0,1006.3384188626907,45.0,15.13869625520111,1.609130458714686e-17
45,841.05180311203,6294.0,1478.5936199722607,50.0,18.68654646324549,-0.0002635228848820865
46,857.6751229763031,15355.0,3956.8294036061025,64.0,20.031900138696255,-0.003287101248266276
47,874.3315920829773,11389.0,2207.402219140083,56.0,23.712898751733704,-0.02513176144244102
48,891.2326936721802,10845.0,3034.78640776699,53.0,23.76144244105409,-0.056407766990291264
49,910.5509467124939,35955.0,9073.267683772538,105.0,44.01386962552011,-0.13091539528432733
50,932.1293578147888,61263.0,29003.715672676837,116.0,68.21914008321775,-0.10517337031900137
51,954.4600567817688,39933.0,15827.851595006934,126.0,67.26768377253813,-0.11231622746185851
52,974.6606028079987,20965.0,9766.40776699029,87.0,50.68238557558946,-0.06803051317614422
53,994.2900748252869,19723.0,9744.582524271844,92.0,45.625520110957005,0.0
54,1013.238080739975,11044.0,5439.5644937586685,73.0,38.89597780859917,-0.011386962552011087
55,1034.9723551273346,70956.0,25120.212205270458,158.0,65.40499306518724,-0.11538141470180306
56,1057.3034558296204,33576.0,15440.74479889043,122.0,62.92926490984743,-0.06063800277392507
57,1079.1147594451904,85976.0,24367.596393897365,133.0,63.39667128987517,-4.160887656030735e-05
58,1098.3187611103058,25858.0,8439.901525658806,84.0,30.41747572815534,-0.0035228848821081786
59,1129.3020803928375,482652.0,107030.56033287101,431.0,158.93481276005548,-0.321123439667129
60,1155.9115409851074,180344.0,63381.42579750347,186.0,109.03328710124826,-0.014576976421636603
61,1177.773268699646,42507.0,14667.625520110956,168.0,65.87794729542303,-0.2293481276005548
62,1197.285766363144,25731.0,8584.314840499306,121.0,45.52981969486824,-0.01188626907073508
63,1220.9783899784088,136702.0,35290.145631067964,177.0,84.68793342579751,-0.07325936199722599
64,1239.1569862365723,44070.0,15267.540915395284,91.0,39.56310679611651,-0.4607212205270458
65,1258.1495773792267,37484.0,15762.595006934813,100.0,41.7753120665742,-5.5478502080440333e-05
66,1277.0434098243713,22096.0,8343.536754507628,85.0,40.10124826629681,-0.008377253814146987
67,1296.406084537506,23830.0,11461.198335644938,92.0,46.10540915395284,-0.13984743411927875
68,1311.085113286972,458.0,97.13314840499307,17.0,4.7004160887656035,-0.0003467406380027705
69,1327.9292078018188,12768.0,4542.740638002774,79.0,23.618585298196948,-6.9348127600554e-05
70,1349.0921952724457,73807.0,19110.86962552011,171.0,62.35644937586685,-2.9641876871060003e-18
71,1368.3555166721344,61443.0,15316.431345353676,120.0,46.246879334257976,-0.05327323162274618
72,1402.4508986473083,360168.0,154858.8585298197,305.0,181.35783633841885,-1.3414563106796118
73,1426.010493516922,146947.0,59212.346740638,139.0,86.2995839112344,-0.007184466019417466
74,1461.1379919052124,336099.0,147697.4535367545,340.0,187.5728155339806,-0.40578363384188626
75,1478.4898285865784,15259.0,5459.8418862690705,81.0,28.760055478502082,-0.0007489597780859769
76,1499.8644700050354,72587.0,31788.653259361996,128.0,67.56033287101248,-0.0604022191400832
77,1519.6926460266113,32101.0,13153.1040221914,99.0,49.6130374479889,-0.10925104022191402
78,1540.802057504654,34393.0,14657.969486823857,117.0,59.7253814147018,-0.027808599167822485
79,1562.6887669563293,79984.0,32274.719833564493,130.0,69.96671289875174,-0.04108183079056866
80,1584.9348301887512,72024.0,31871.2773925104,147.0,70.24133148404994,-0.04490984743411927
81,1605.85298371315,20210.0,10226.929264909848,89.0,53.729542302357835,-0.05291262135922329
82,1626.1830441951752,72312.0,23220.521497919555,111.0,52.464632454923716,-0.004604715672676824
83,1648.162193775177,106618.0,38338.32454923717,125.0,69.72260748959778,-0.003758668515950057
84,1668.822679758072,161530.0,74927.49930651873,96.0,62.95423023578363,-2.7739251040255817e-05
85,1688.8158457279205,50600.0,21544.68238557559,94.0,50.536754507628295,-4.160887656031736e-05
