step_time,reward,total_stopped,total_wait_time
25205.0,0.0,0,0.0
25210.0,0.0,1,0.0
25215.0,0.0,1,1.0
25220.0,-0.03,4,13.0
25225.0,-0.05,3,20.0
25230.0,-0.05,4,15.0
25235.0,-0.04999999999999999,2,21.0
25240.0,-0.10000000000000003,6,43.0
25245.0,0.19000000000000003,3,38.0
25250.0,0.03,4,23.0
25255.0,-0.14,5,42.0
25260.0,-0.32,10,82.0
25265.0,-0.35,15,135.0
25270.0,-0.57,15,161.0
25275.0,-0.47,14,212.0
25280.0,-0.1399999999999999,14,245.0
25285.0,-0.25,15,298.0
25290.0,-0.48,13,338.0
25295.0,-0.5,13,405.0
25300.0,-0.4200000000000004,14,465.0
25305.0,-0.5,18,547.0
25310.0,-0.5,20,646.0
25315.0,-0.5,20,730.0
25320.0,-0.5099999999999998,22,829.0
25325.0,1.7000000000000002,11,587.0
25330.0,3.25,9,149.0
25335.0,0.34,10,94.0
25340.0,-0.26999999999999996,10,111.0
25345.0,-0.31000000000000005,12,151.0
25350.0,-0.3600000000000001,13,185.0
25355.0,-0.41999999999999993,14,248.0
25360.0,-0.3400000000000001,16,317.0
25365.0,-0.4299999999999997,19,405.0
25370.0,0.5599999999999998,16,408.0
25375.0,1.5899999999999999,12,302.0
25380.0,-0.02999999999999997,13,355.0
25385.0,-0.10000000000000003,15,421.0
25390.0,-0.10999999999999999,19,470.0
25395.0,-0.18999999999999995,17,494.0
25400.0,-0.20000000000000007,12,438.0
25405.0,-0.22999999999999998,10,204.0
25410.0,0.39,5,163.0
25415.0,0.59,5,104.0
25420.0,-0.04999999999999999,11,141.0
25425.0,-0.09999999999999998,12,185.0
25430.0,-0.13999999999999996,14,252.0
25435.0,-0.15000000000000002,15,329.0
25440.0,-0.15000000000000002,18,414.0
25445.0,-0.15000000000000002,14,434.0
25450.0,-0.18999999999999995,11,364.0
25455.0,-0.19999999999999996,8,259.0
25460.0,-0.22999999999999998,10,294.0
25465.0,-0.25,12,347.0
25470.0,0.5,8,324.0
25475.0,0.96,10,263.0
25480.0,0.02999999999999997,7,173.0
25485.0,-0.12,7,164.0
25490.0,-0.15000000000000002,10,194.0
25495.0,-0.08999999999999997,10,236.0
25500.0,-0.17000000000000004,13,290.0
25505.0,-0.07999999999999996,14,347.0
25510.0,-0.1499999999999999,10,329.0
25515.0,-0.16000000000000014,12,277.0
25520.0,-0.19999999999999996,10,310.0
25525.0,-0.1299999999999999,11,343.0
25530.0,-0.18000000000000016,14,406.0
25535.0,-0.21999999999999975,10,396.0
25540.0,-0.25,8,294.0
25545.0,-0.25,8,319.0
25550.0,-0.25,10,353.0
25555.0,1.4999999999999998,5,230.0
25560.0,1.3,6,90.0
25565.0,0.0,3,58.0
25570.0,0.0,1,38.0
25575.0,-0.04,5,45.0
25580.0,-0.049999999999999996,8,46.0
25585.0,-0.09,7,78.0
25590.0,0.09,8,85.0
25595.0,-0.05000000000000002,6,97.0
25600.0,-0.09999999999999998,4,64.0
25605.0,0.13999999999999999,6,67.0
25610.0,0.1,6,75.0
25615.0,0.0,9,110.0
25620.0,0.0,3,72.0
25625.0,0.0,7,58.0
25630.0,-0.04,9,92.0
25635.0,0.04,10,81.0
25640.0,0.0,11,130.0
25645.0,-0.01,7,107.0
25650.0,-0.04,8,92.0
25655.0,-0.06999999999999999,9,108.0
25660.0,-0.21000000000000002,11,115.0
25665.0,-0.35000000000000003,16,153.0
25670.0,0.010000000000000009,12,191.0
25675.0,0.040000000000000036,15,243.0
25680.0,-0.15000000000000002,15,320.0
25685.0,-0.17999999999999994,12,331.0
25690.0,-0.19999999999999996,9,276.0
25695.0,0.2699999999999999,10,290.0
25700.0,0.68,18,285.0
25705.0,-0.19999999999999998,21,370.0
25710.0,-0.25000000000000006,18,393.0
25715.0,0.28,12,344.0
25720.0,0.38,13,370.0
25725.0,0.0,18,431.0
25730.0,-0.05,19,512.0
25735.0,-0.05,9,445.0
25740.0,-0.04999999999999999,8,357.0
25745.0,-0.05000000000000002,15,414.0
25750.0,-0.09999999999999998,18,498.0
25755.0,0.22999999999999998,16,555.0
25760.0,0.07,17,601.0
25765.0,0.0,9,563.0
25770.0,0.0,12,593.0
25775.0,0.0,16,666.0
25780.0,0.0,19,748.0
25785.0,0.0,20,847.0
25790.0,-0.04,25,964.0
25795.0,0.04,25,1061.0
25800.0,0.0,21,1109.0
25805.0,0.0,17,1119.0
25810.0,0.0,18,1205.0
25815.0,-0.03,17,1220.0
25820.0,-0.1,17,1122.0
25825.0,-0.15999999999999998,22,1207.0
25830.0,-0.2,23,1315.0
25835.0,0.25,20,1380.0
25840.0,0.24,19,1451.0
25845.0,0.0,22,1554.0
25850.0,-0.04,18,1576.0
25855.0,0.03,17,1493.0
25860.0,0.01,25,1595.0
25865.0,0.0,26,1721.0
25870.0,-0.04,27,1835.0
25875.0,0.04,28,1911.0
25880.0,0.0,32,2048.0
25885.0,0.0,29,1938.0
25890.0,0.0,23,1386.0
25895.0,-0.03,17,1100.0
25900.0,-0.11000000000000001,18,970.0
25905.0,-0.14999999999999997,21,1057.0
25910.0,-0.15000000000000002,22,932.0
25915.0,-0.21000000000000002,24,733.0
25920.0,-0.25,26,854.0
25925.0,-0.31999999999999995,32,1005.0
25930.0,-0.3800000000000001,33,1109.0
25935.0,-0.4099999999999997,28,1192.0
25940.0,-0.4700000000000002,25,1265.0
25945.0,-0.5,33,1375.0
25950.0,-0.6000000000000001,32,1524.0
25955.0,-0.6500000000000004,36,1672.0
25960.0,-0.5899999999999999,32,1719.0
25965.0,-0.7299999999999995,30,1594.0
25970.0,0.9399999999999995,17,913.0
25975.0,2.99,15,614.0
25980.0,0.0,17,657.0
25985.0,-0.20999999999999996,20,681.0
25990.0,-0.5800000000000001,27,740.0
25995.0,-0.6699999999999999,24,661.0
26000.0,-0.73,27,551.0
26005.0,-0.7499999999999996,29,673.0
26010.0,-0.75,34,802.0
26015.0,-0.8700000000000001,30,897.0
26020.0,-0.9300000000000006,33,941.0
26025.0,-0.9799999999999995,35,1033.0
26030.0,1.5700000000000003,26,885.0
26035.0,3.4599999999999995,19,573.0
26040.0,1.55,21,484.0
26045.0,0.07000000000000006,27,535.0
26050.0,-0.56,41,704.0
26055.0,-0.75,51,861.0
26060.0,-0.7799999999999998,58,1130.0
26065.0,-0.8400000000000003,59,1324.0
26070.0,-0.8899999999999997,56,1425.0
26075.0,-0.9500000000000002,47,1493.0
